countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
MKD,North Macedonia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.783,
MKD,North Macedonia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.469,
MLI,Mali,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,58.858,
MLI,Mali,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.414,
MLI,Mali,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,7.037249603,
MLI,Mali,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,2300.163569,
MLI,Mali,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,1.629999995,
MLT,Malta,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.21000004,
MLT,Malta,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,42884.89352,
MLT,Malta,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.55049038,
MLT,Malta,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.903,
MLT,Malta,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,82.336,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.612,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.609,
MMR,Myanmar,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.50456047,
MMR,Myanmar,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,5042.360997,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.380000114,
MNE,Montenegro,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.61742755,
MNE,Montenegro,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,21946.76096,
MNE,Montenegro,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.51142025,
MNE,Montenegro,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.841,
MNE,Montenegro,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,75.85,
MNG,Mongolia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.029,
MNG,Mongolia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.741,
MNG,Mongolia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.21936448,
MNG,Mongolia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,13853.01869,
MNG,Mongolia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.420000076,
MOZ,Mozambique,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,3.859999895,
MOZ,Mozambique,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1419.162081,
MOZ,Mozambique,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,10.72532345,
MOZ,Mozambique,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.477,
MOZ,Mozambique,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,61.39,
MRT,Mauritania,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.794,
MRT,Mauritania,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.554,
MRT,Mauritania,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,8.051850319,
MRT,Mauritania,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,6021.526339,
MRT,Mauritania,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.754063344,
MUS,Mauritius,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.991968217,
MUS,Mauritius,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,23052.90722,
MUS,Mauritius,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.22208023,
MUS,Mauritius,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.795,
MUS,Mauritius,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.657,
MWI,Malawi,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,65.216,
MWI,Malawi,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.512,
MWI,Malawi,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,9.990619564,
MWI,Malawi,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1675.994259,
MWI,Malawi,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.243740082,
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.79666646,
MYS,Malaysia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,29117.14812,
MYS,Malaysia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.95814991,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.81,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,76.057,
NAM,Namibia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,64.071,
NAM,Namibia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.647,
NAM,Namibia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.75997928,
NAM,Namibia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,10563.17713,
NAM,Namibia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,7.242284736,
NER,Niger,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,1.341352433,
NER,Niger,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1500.511021,
NER,Niger,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,7.873671385,
NER,Niger,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.404,
NER,Niger,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,59.89,
NGA,Nigeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,53.072,
NGA,Nigeria,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.547,
NGA,Nigeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,10.32213749,
NGA,Nigeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,5480.202972,
NGA,Nigeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,7.388969898,
NIC,Nicaragua,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.790079089,
NIC,Nicaragua,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,5887.993464,
NIC,Nicaragua,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.38510105,
NIC,Nicaragua,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.676,
NIC,Nicaragua,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.766,
NLD,Netherlands,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,81.393,
NLD,Netherlands,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.945,
NLD,Netherlands,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,18.41378021,
NLD,Netherlands,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,62085.31322,
NLD,Netherlands,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.57999992,
NOR,Norway,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,13.0588479,
NOR,Norway,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,78355.78043,
NOR,Norway,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,18.3110199,
NOR,Norway,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.969,
NOR,Norway,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,83.195,
NPL,Nepal,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,69.106,
NPL,Nepal,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.599,
NPL,Nepal,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.64451981,
NPL,Nepal,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,4405.203587,
NPL,Nepal,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.418489933,
NRU,Nauru,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.261119175,
NRU,Nauru,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,15077.2853,
NRU,Nauru,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.73862495,
NRU,Nauru,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.684,
NRU,Nauru,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,61.527,
NZL,New Zealand,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,82.663,
NZL,New Zealand,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.94,
NZL,New Zealand,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,19.1901207,
NZL,New Zealand,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,45567.98605,
NZL,New Zealand,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.93999958,
OMN,Oman,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.85000038,
OMN,Oman,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,35039.78507,
OMN,Oman,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.24143028,
OMN,Oman,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.843,
OMN,Oman,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,77.763,
PAK,Pakistan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,65.701,
PAK,Pakistan,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.536,
PAK,Pakistan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,7.89510849,
PAK,Pakistan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,5214.820827,
PAK,Pakistan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.427089449,
PAN,Panama,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.68586611,
PAN,Panama,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,25875.59602,
PAN,Panama,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.25128957,
PAN,Panama,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.808,
PAN,Panama,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,76.33,
PER,Peru,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,73.832,
PER,Peru,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.769,
PER,Peru,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.80487907,
PER,Peru,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,13126.45897,
PER,Peru,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.02135916,
PHL,Philippines,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.890000343,
PHL,Philippines,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,9092.283344,
PHL,Philippines,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.78335953,
PHL,Philippines,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.699,
PHL,Philippines,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.097,
PLW,Palau,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,68.689,
PLW,Palau,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.799,
PLW,Palau,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.1180159,
PLW,Palau,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,18927.85101,
PLW,Palau,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,13.23818994,
PNG,Papua New Guinea,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.933631146,
PNG,Papua New Guinea,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,3926.54737,
PNG,Papua New Guinea,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.12736798,
PNG,Papua New Guinea,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.567,
PNG,Papua New Guinea,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,65.075,
POL,Poland,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,76.595,
POL,Poland,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.88,
POL,Poland,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.84399033,
POL,Poland,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,36244.8415,
POL,Poland,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,13.15999985,
PRK,Korea (Democratic People's Rep. of),HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.12380346,
PRK,Korea (Democratic People's Rep. of),HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.783,
PRT,Portugal,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,81.366,
PRT,Portugal,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.87,
PRT,Portugal,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,16.66860962,
PRT,Portugal,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,36539.06731,
PRT,Portugal,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.579999924,
PRY,Paraguay,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.859999657,
PRY,Paraguay,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,14462.45522,
PRY,Paraguay,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.48617001,
PRY,Paraguay,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.742,
PRY,Paraguay,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.72,
PSE,"Palestine, State of",HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.998,
PSE,"Palestine, State of",HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.718,
PSE,"Palestine, State of",HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.24273968,
PSE,"Palestine, State of",HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,6305.650757,
PSE,"Palestine, State of",HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.93999958,
QAT,Qatar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.35400009,
QAT,Qatar,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,105292.2087,
QAT,Qatar,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.26426983,
QAT,Qatar,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.872,
QAT,Qatar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,80.409,
ROU,Romania,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.046,
ROU,Romania,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.832,
ROU,Romania,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.45413971,
ROU,Romania,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,35140.93373,
ROU,Romania,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.39000034,
RUS,Russian Federation,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.40363624,
RUS,Russian Federation,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,35887.17969,
RUS,Russian Federation,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.24584007,
RUS,Russian Federation,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.818,
RUS,Russian Federation,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,71.171,
RWA,Rwanda,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.953,
RWA,Rwanda,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.555,
RWA,Rwanda,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.76366997,
RWA,Rwanda,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,2444.649595,
RWA,Rwanda,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.878310204,
SAU,Saudi Arabia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.31000042,
SAU,Saudi Arabia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,46058.49885,
SAU,Saudi Arabia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.75979996,
SAU,Saudi Arabia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.875,
SAU,Saudi Arabia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,77.596,
SDN,Sudan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,65.124,
SDN,Sudan,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.513,
SDN,Sudan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,8.501687381,
SDN,Sudan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,3382.595459,
SDN,Sudan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,3.87,
SEN,Senegal,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,2.887631869,
SEN,Senegal,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,4037.019884,
SEN,Senegal,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,9.053489685,
SEN,Senegal,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.522,
SEN,Senegal,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,67.496,
SGP,Singapore,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,83.661,
SGP,Singapore,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.944,
SGP,Singapore,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,16.78735924,
SGP,Singapore,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,102455.7883,
SGP,Singapore,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.76000023,
SLB,Solomon Islands,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.8796802,
SLB,Solomon Islands,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,2777.356544,
SLB,Solomon Islands,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.32064781,
SLB,Solomon Islands,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.579,
SLB,Solomon Islands,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,69.258,
SLE,Sierra Leone,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,59.694,
SLE,Sierra Leone,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.454,
SLE,Sierra Leone,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,9.016348244,
SLE,Sierra Leone,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1566.87715,
SLE,Sierra Leone,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,3.519227327,
SLV,El Salvador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,7.150000095,
SLV,El Salvador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,9052.749115,
SLV,El Salvador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.08368015,
SLV,El Salvador,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.66,
SLV,El Salvador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.244,
SMR,San Marino,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,82.65,
SMR,San Marino,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.895,
SMR,San Marino,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.65939835,
SMR,San Marino,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,54529.25306,
SMR,San Marino,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.22999954,
SOM,Somalia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1446.458725,
SOM,Somalia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,57.095,
SRB,Serbia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.507,
SRB,Serbia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.809,
SRB,Serbia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,20132.23125,
SRB,Serbia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.61096001,
SRB,Serbia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.50505687,
SSD,South Sudan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.730000019,
SSD,South Sudan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,5.634770141,
SSD,South Sudan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,791.0577924,
SSD,South Sudan,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.398,
SSD,South Sudan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,57.648,
STP,Sao Tome and Principe,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,67.979,
STP,Sao Tome and Principe,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.628,
STP,Sao Tome and Principe,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,5771.726348,
STP,Sao Tome and Principe,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.6637182,
STP,Sao Tome and Principe,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.916260045,
SUR,Suriname,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.388319775,
SUR,Suriname,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,10.97080612,
SUR,Suriname,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,16850.16436,
SUR,Suriname,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.714,
SUR,Suriname,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.321,
SVK,Slovakia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,76.864,
SVK,Slovakia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.867,
SVK,Slovakia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,35964.55827,
SVK,Slovakia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.56892014,
SVK,Slovakia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,13.00624316,
SVN,Slovenia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.8753791,
SVN,Slovenia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,17.26226997,
SVN,Slovenia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,43555.1045,
SVN,Slovenia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.918,
SVN,Slovenia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,80.364,
SWE,Sweden,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,82.427,
SWE,Sweden,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.951,
SWE,Sweden,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,62091.82621,
SWE,Sweden,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,18.65209007,
SWE,Sweden,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.67499519,
SWZ,Eswatini (Kingdom of),HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.28607967,
SWZ,Eswatini (Kingdom of),HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.92692756,
SWZ,Eswatini (Kingdom of),HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,8361.686315,
SWZ,Eswatini (Kingdom of),HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.657,
SWZ,Eswatini (Kingdom of),HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,59.862,
SYC,Seychelles,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.091,
SYC,Seychelles,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.853,
SYC,Seychelles,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,29041.74858,
SYC,Seychelles,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,17.85103989,
SYC,Seychelles,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.19995,
SYR,Syrian Arab Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.955796003,
SYR,Syrian Arab Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,7.418754527,
SYR,Syrian Arab Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,4440.318654,
SYR,Syrian Arab Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.57,
SYR,Syrian Arab Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,71.944,
TCD,Chad,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,53.082,
TCD,Chad,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.408,
TCD,Chad,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1818.425356,
TCD,Chad,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,8.185526568,
TCD,Chad,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,2.283305529,
TGO,Togo,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.592583833,
TGO,Togo,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.96236085,
TGO,Togo,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,2571.6767,
TGO,Togo,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.554,
TGO,Togo,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,61.123,
THA,Thailand,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,77.331,
THA,Thailand,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.798,
THA,Thailand,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,19548.52951,
THA,Thailand,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.47045994,
THA,Thailand,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.813333193,
TJK,Tajikistan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.28848376,
TJK,Tajikistan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,10.86102637,
TJK,Tajikistan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,4539.690324,
TJK,Tajikistan,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.664,
TJK,Tajikistan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,68.605,
TKM,Turkmenistan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,68.846,
TKM,Turkmenistan,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.744,
TKM,Turkmenistan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,15704.53059,
